Source,Target,Weight,Airport Code_Source,Airport Code_Target,Airport Name_Source,Airport Name_Target,US/INT_Source,US/Int_Target
39,1664,99,ACT,UTM,Waco Regional Airport,Tunica Municipal Airport,True,True
40,32,6,ACV,ABQ,California Redwood Coast-Humboldt County Airport,Albuquerque International Sunport,True,True
40,196,20,ACV,BLI,California Redwood Coast-Humboldt County Airport,Bellingham International Airport,True,True
40,271,601,ACV,CEC,California Redwood Coast-Humboldt County Airport,Jack Mc Namara Field Airport,True,True
40,877,25936,ACV,LAX,California Redwood Coast-Humboldt County Airport,Los Angeles International Airport,True,True
40,1255,2,ACV,PHX,California Redwood Coast-Humboldt County Airport,Phoenix Sky Harbor International Airport,True,True
40,1304,3,ACV,PSP,California Redwood Coast-Humboldt County Airport,Palm Springs International Airport,True,True
40,1350,1799,ACV,RDD,California Redwood Coast-Humboldt County Airport,Redding Municipal Airport,True,True
40,1433,5238,ACV,SEA,California Redwood Coast-Humboldt County Airport,Seattle Tacoma International Airport,True,True
40,1437,53116,ACV,SFO,California Redwood Coast-Humboldt County Airport,San Francisco International Airport,True,True
40,1480,6669,ACV,SMF,California Redwood Coast-Humboldt County Airport,Sacramento International Airport,True,True
41,29,2,ACY,ABE,Atlantic City International Airport,Lehigh Valley International Airport,True,True
41,60,1355,ACY,AGS,Atlantic City International Airport,Augusta Regional At Bush Field,True,True
41,75,1478,ACY,ALB,Atlantic City International Airport,Albany International Airport,True,True
41,114,57181,ACY,ATL,Atlantic City International Airport,Hartsfield Jackson Atlanta International Airport,True,True
41,117,119,ACY,ATW,Atlantic City International Airport,Appleton International Airport,True,True
41,169,173,ACY,BHM,Atlantic City International Airport,Birmingham-Shuttlesworth International Airport,True,True
41,206,233,ACY,BNA,Atlantic City International Airport,Nashville International Airport,True,True
41,215,41512,ACY,BOS,Atlantic City International Airport,General Edward Lawrence Logan International Airport,True,True
41,218,106,ACY,BQN,Atlantic City International Airport,Rafael Hernandez Airport,True,False
41,238,3,ACY,BUD,Atlantic City International Airport,Budapest Liszt Ferenc International Airport,True,False
41,239,2633,ACY,BUF,Atlantic City International Airport,Buffalo Niagara International Airport,True,True
41,256,736,ACY,CAE,Atlantic City International Airport,Columbia Metropolitan Airport,True,True
41,258,1812,ACY,CAK,Atlantic City International Airport,Akron Canton Regional Airport,True,True
41,272,490,ACY,CEF,Atlantic City International Airport,Westover ARB/Metropolitan Airport,True,True
41,296,584,ACY,CHS,Atlantic City International Airport,Charleston Air Force Base-International Airport,True,True
41,311,4517,ACY,CLE,Atlantic City International Airport,Cleveland Hopkins International Airport,True,True
41,317,2986,ACY,CLT,Atlantic City International Airport,Charlotte Douglas International Airport,True,True
41,321,1010,ACY,CMH,Atlantic City International Airport,John Glenn Columbus International Airport,True,True
41,344,336,ACY,CRW,Atlantic City International Airport,Yeager Airport,True,True
41,353,1110,ACY,CUN,Atlantic City International Airport,Cancún International Airport,True,False
41,356,570,ACY,CVG,Atlantic City International Airport,Cincinnati Northern Kentucky International Airport,True,True
41,361,232,ACY,CWA,Atlantic City International Airport,Central Wisconsin Airport,True,True
41,375,855,ACY,DAB,Atlantic City International Airport,Daytona Beach International Airport,True,True
41,381,937,ACY,DAY,Atlantic City International Airport,James M Cox Dayton International Airport,True,True
41,391,206,ACY,DFW,Atlantic City International Airport,Dallas Fort Worth International Airport,True,True
41,435,19209,ACY,DTW,Atlantic City International Airport,Detroit Metropolitan Wayne County Airport,True,True
41,489,807,ACY,ERI,Atlantic City International Airport,Erie International Tom Ridge Field,True,True
41,508,1575,ACY,FAY,Atlantic City International Airport,Fayetteville Regional Grannis Field,True,True
41,526,145183,ACY,FLL,Atlantic City International Airport,Fort Lauderdale Hollywood International Airport,True,True
41,560,182,ACY,FWA,Atlantic City International Airport,Fort Wayne International Airport,True,True
41,610,118,ACY,GRB,Atlantic City International Airport,Austin Straubel International Airport,True,True
41,613,773,ACY,GRR,Atlantic City International Airport,Gerald R. Ford International Airport,True,True
41,618,3431,ACY,GSO,Atlantic City International Airport,Piedmont Triad International Airport,True,True
41,635,110,ACY,GYY,Atlantic City International Airport,Gary Chicago International Airport,True,True
41,709,688,ACY,IAD,Atlantic City International Airport,Washington Dulles International Airport,True,True
41,711,279,ACY,IAH,Atlantic City International Airport,George Bush Intercontinental Houston Airport,True,True
41,716,119,ACY,ICT,Atlantic City International Airport,Wichita Eisenhower National Airport,True,True
41,731,172,ACY,IND,Atlantic City International Airport,Indianapolis International Airport,True,True
41,748,1653,ACY,ISO,Atlantic City International Airport,Kinston Regional Jetport At Stallings Field,True,True
41,760,50,ACY,JAX,Atlantic City International Airport,Jacksonville International Airport,True,True
41,780,215,ACY,JST,Atlantic City International Airport,John Murtha Johnstown Cambria County Airport,True,True
41,880,1971,ACY,LBE,Atlantic City International Airport,Arnold Palmer Regional Airport,True,True
41,926,147,ACY,LNK,Atlantic City International Airport,Lincoln Airport,True,True
41,947,46,ACY,LUK,Atlantic City International Airport,Cincinnati Municipal Airport Lunken Field,True,True
41,970,106,ACY,MBJ,Atlantic City International Airport,Sangster International Airport,True,False
41,978,121,ACY,MCI,Atlantic City International Airport,Kansas City International Airport,True,True
41,982,138960,ACY,MCO,Atlantic City International Airport,Orlando International Airport,True,True
41,1011,1292,ACY,MHT,Atlantic City International Airport,Manchester-Boston Regional Airport,True,True
41,1022,64,ACY,MKE,Atlantic City International Airport,General Mitchell International Airport,True,True
41,1043,121,ACY,MOB,Atlantic City International Airport,Mobile Regional Airport,True,True
41,1066,70,ACY,MSN,Atlantic City International Airport,Dane County Regional Truax Field,True,True
41,1068,124,ACY,MSP,Atlantic City International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
41,1072,190,ACY,MSY,Atlantic City International Airport,Louis Armstrong New Orleans International Airport,True,True
41,1101,61230,ACY,MYR,Atlantic City International Airport,Myrtle Beach International Airport,True,True
41,1109,87,ACY,NAS,Atlantic City International Airport,Lynden Pindling International Airport,True,False
41,1176,88,ACY,OKC,Atlantic City International Airport,Will Rogers World Airport,True,True
41,1200,569,ACY,ORD,Atlantic City International Airport,Chicago O'Hare International Airport,True,True
41,1202,100,ACY,ORH,Atlantic City International Airport,Worcester Regional Airport,True,True
41,1221,6,ACY,OXC,Atlantic City International Airport,Waterbury Oxford Airport,True,True
41,1231,21473,ACY,PBI,Atlantic City International Airport,Palm Beach International Airport,True,True
41,1250,445,ACY,PGV,Atlantic City International Airport,Pitt Greenville Airport,True,True
41,1252,134,ACY,PHL,Atlantic City International Airport,Philadelphia International Airport,True,True
41,1258,806,ACY,PIE,Atlantic City International Airport,St Petersburg Clearwater International Airport,True,True
41,1264,4592,ACY,PIT,Atlantic City International Airport,Pittsburgh International Airport,True,True
41,1320,1345,ACY,PVD,Atlantic City International Airport,Theodore Francis Green State Airport,True,True
41,1328,709,ACY,PWM,Atlantic City International Airport,Portland International Jetport Airport,True,True
41,1353,2240,ACY,RDU,Atlantic City International Airport,Raleigh Durham International Airport,True,True
41,1359,1195,ACY,RIC,Atlantic City International Airport,Richmond International Airport,True,True
41,1368,630,ACY,RME,Atlantic City International Airport,Griffiss International Airport,True,True
41,1374,1000,ACY,ROA,Atlantic City International Airport,Roanoke–Blacksburg Regional Airport,True,True
41,1376,1358,ACY,ROC,Atlantic City International Airport,Greater Rochester International Airport,True,True
41,1391,65517,ACY,RSW,Atlantic City International Airport,Southwest Florida International Airport,True,True
41,1405,118,ACY,SAT,Atlantic City International Airport,San Antonio International Airport,True,True
41,1406,510,ACY,SAV,Atlantic City International Airport,Savannah Hilton Head International Airport,True,True
41,1426,826,ACY,SDF,Atlantic City International Airport,Louisville International Standiford Field,True,True
41,1462,434,ACY,SJU,Atlantic City International Airport,Luis Munoz Marin International Airport,True,False
41,1463,139,ACY,SKB,Atlantic City International Airport,Robert L. Bradshaw International Airport,True,False
41,1517,191,ACY,STL,Atlantic City International Airport,St Louis Lambert International Airport,True,True
41,1549,2202,ACY,SYR,Atlantic City International Airport,Syracuse Hancock International Airport,True,True
41,1611,883,ACY,TOL,Atlantic City International Airport,Toledo Express Airport,True,True
41,1613,50790,ACY,TPA,Atlantic City International Airport,Tampa International Airport,True,True
41,1617,931,ACY,TRI,Atlantic City International Airport,Tri-Cities Regional TN/VA Airport,True,True
41,1645,1301,ACY,TYS,Atlantic City International Airport,McGhee Tyson Airport,True,True
41,1698,1,ACY,VNY,Atlantic City International Airport,Van Nuys Airport,True,True
41,1785,32,ACY,YIP,Atlantic City International Airport,Willow Run Airport,True,True
41,1795,3482,ACY,YNG,Atlantic City International Airport,Youngstown Warren Regional Airport,True,True
41,1820,402,ACY,YUL,Atlantic City International Airport,Montreal / Pierre Elliott Trudeau International Airport,True,False
41,1837,4320,ACY,YYZ,Atlantic City International Airport,Lester B. Pearson International Airport,True,False
43,709,62742,ADD,IAD,Addis Ababa Bole International Airport,Washington Dulles International Airport,False,True
45,88,2097,ADK,ANC,Adak Airport,Ted Stevens Anchorage International Airport,True,True
47,1,9,ADQ,06A,Kodiak Airport,Unkown,True,Unknown
47,6,9,ADQ,A02,Kodiak Airport,Unkown,True,Unknown
47,14,1,ADQ,A28,Kodiak Airport,Unkown,True,Unknown
47,15,76,ADQ,A29,Kodiak Airport,Unkown,True,Unknown
47,68,1018,ADQ,AKK,Kodiak Airport,Akhiok Airport,True,True
47,70,153,ADQ,AKN,Kodiak Airport,King Salmon Airport,True,True
47,81,67,ADQ,ALZ,Kodiak Airport,Unkown,True,Unknown
47,88,65834,ADQ,ANC,Kodiak Airport,Ted Stevens Anchorage International Airport,True,True
47,97,25,ADQ,AOS,Kodiak Airport,Unkown,True,Unknown
47,99,2,ADQ,APC,Kodiak Airport,Napa County Airport,True,True
47,153,1,ADQ,BFB,Kodiak Airport,Unkown,True,Unknown
47,269,60,ADQ,CDV,Kodiak Airport,Merle K (Mudhole) Smith Airport,True,True
47,392,87,ADQ,DGB,Kodiak Airport,Unkown,True,Unknown
47,402,2,ADQ,DLG,Kodiak Airport,Dillingham Airport,True,True
47,410,1,ADQ,DNB,Kodiak Airport,Unkown,True,Unknown
47,440,111,ADQ,DUT,Kodiak Airport,Unalaska Airport,True,True
47,483,640,ADQ,ENA,Kodiak Airport,Kenai Municipal Airport,True,True
47,679,449,ADQ,HOM,Kodiak Airport,Homer Airport,True,True
47,743,2,ADQ,IRC,Kodiak Airport,Circle City /New/ Airport,True,True
47,793,8,ADQ,KCG,Kodiak Airport,Unkown,True,Unknown
47,815,93,ADQ,KKB,Kodiak Airport,Unkown,True,Unknown
47,820,2509,ADQ,KLN,Kodiak Airport,Larsen Bay Airport,True,True
47,825,28,ADQ,KMY,Kodiak Airport,Unkown,True,Unknown
47,831,43,ADQ,KOY,Kodiak Airport,Unkown,True,Unknown
47,832,2661,ADQ,KOZ,Kodiak Airport,Unkown,True,Unknown
47,837,4,ADQ,KPR,Kodiak Airport,Unkown,True,Unknown
47,839,13,ADQ,KPY,Kodiak Airport,Unkown,True,Unknown
47,861,21,ADQ,KWP,Kodiak Airport,Unkown,True,Unknown
47,864,424,ADQ,KYK,Kodiak Airport,Karluk Airport,True,True
47,1131,90,ADQ,NNK,Kodiak Airport,Unkown,True,Unknown
47,1181,3101,ADQ,OLH,Kodiak Airport,Unkown,True,Unknown
47,1203,2084,ADQ,ORI,Kodiak Airport,Unkown,True,Unknown
47,1307,4,ADQ,PTH,Kodiak Airport,Port Heiden Airport,True,True
47,1465,28,ADQ,SKJ,Kodiak Airport,Unkown,True,Unknown
47,1477,7,ADQ,SLU,Kodiak Airport,George F. L. Charles Airport,True,False
47,1547,53,ADQ,SYB,Kodiak Airport,Unkown,True,Unknown
47,1609,2,ADQ,TOG,Kodiak Airport,Togiak Airport,True,True
47,1653,7,ADQ,UGI,Kodiak Airport,Unkown,True,Unknown
47,1715,6,ADQ,VZR,Kodiak Airport,Unkown,True,Unknown
49,32,32,ADW,ABQ,Joint Base Andrews,Albuquerque International Sunport,True,True
49,123,25,ADW,AUS,Joint Base Andrews,Austin Bergstrom International Airport,True,True
49,126,23,ADW,AVL,Joint Base Andrews,Asheville Regional Airport,True,True
49,156,85,ADW,BFI,Joint Base Andrews,Boeing Field King County International Airport,True,True
49,300,31,ADW,CID,Joint Base Andrews,The Eastern Iowa Airport,True,True
49,311,31,ADW,CLE,Joint Base Andrews,Cleveland Hopkins International Airport,True,True
49,317,30,ADW,CLT,Joint Base Andrews,Charlotte Douglas International Airport,True,True
49,321,25,ADW,CMH,Joint Base Andrews,John Glenn Columbus International Airport,True,True
49,389,39,ADW,DEN,Joint Base Andrews,Denver International Airport,True,True
49,432,72,ADW,DSM,Joint Base Andrews,Des Moines International Airport,True,True
49,435,134,ADW,DTW,Joint Base Andrews,Detroit Metropolitan Wayne County Airport,True,True
49,452,27,ADW,ECP,Joint Base Andrews,Northwest Florida Beaches International Airport,True,True
49,613,27,ADW,GRR,Joint Base Andrews,Gerald R. Ford International Airport,True,True
49,875,25,ADW,LAS,Joint Base Andrews,McCarran International Airport,True,True
49,976,33,ADW,MCF,Joint Base Andrews,Mac Dill Air Force Base,True,True
49,1011,33,ADW,MHT,Joint Base Andrews,Manchester-Boston Regional Airport,True,True
49,1016,72,ADW,MIA,Joint Base Andrews,Miami International Airport,True,True
49,1022,63,ADW,MKE,Joint Base Andrews,General Mitchell International Airport,True,True
49,1111,162,ADW,NBW,Joint Base Andrews,Leeward Point Field,True,False
49,1118,72,ADW,NGU,Joint Base Andrews,Norfolk Naval Station (Chambers Field),True,True
49,1133,33,ADW,NPA,Joint Base Andrews,Pensacola Naval Air Station/Forrest Sherman Field,True,True
49,1279,35,ADW,POB,Joint Base Andrews,Pope Field,True,True
49,1280,105,ADW,POP,Joint Base Andrews,Gregorio Luperon International Airport,True,False
49,1328,28,ADW,PWM,Joint Base Andrews,Portland International Jetport Airport,True,True
49,1517,29,ADW,STL,Joint Base Andrews,St Louis Lambert International Airport,True,True
49,1602,177,ADW,TLV,Joint Base Andrews,Ben Gurion International Airport,True,False
49,1795,27,ADW,YNG,Joint Base Andrews,Youngstown Warren Regional Airport,True,True
49,1837,61,ADW,YYZ,Joint Base Andrews,Lester B. Pearson International Airport,True,False
50,766,349,ADZ,JFK,Gustavo Rojas Pinilla International Airport,John F Kennedy International Airport,False,True
50,1016,527,ADZ,MIA,Gustavo Rojas Pinilla International Airport,Miami International Airport,False,True
51,71,103,AET,AKP,Allakaket Airport,Anaktuvuk Pass Airport,True,True
51,236,53,AET,BTT,Allakaket Airport,Bettles Airport,True,True
51,365,3,AET,CXF,Allakaket Airport,Unkown,True,Unknown
51,505,2078,AET,FAI,Allakaket Airport,Fairbanks International Airport,True,True
51,509,16,AET,FBK,Allakaket Airport,Ladd AAF Airfield,True,True
51,567,1,AET,GAL,Allakaket Airport,Edward G. Pitka Sr Airport,True,True
51,689,38,AET,HSL,Allakaket Airport,Huslia Airport,True,True
51,696,71,AET,HUS,Allakaket Airport,Hughes Airport,True,True
